    30/999     2.93G   0.04167   0.02531  0.007135   0.07411        41       640    0.8575     0.889    0.9274     0.632   0.02428   0.01242  0.003593
    31/999     2.93G   0.04016   0.02726  0.007347   0.07477        54       640    0.5806    0.8344    0.7805    0.4443   0.03302   0.01386  0.004242
    32/999     2.93G   0.04019    0.0252   0.00621   0.07161        71       640    0.7735    0.9154    0.9122    0.5216   0.02741    0.0123  0.003353
    33/999     2.93G   0.04405   0.02806  0.006326   0.07843        62       640    0.5492    0.7483    0.6611    0.2992   0.05433   0.01343   0.00498
    34/999     2.93G   0.05436   0.02692  0.006907   0.08818        67       640    0.7291    0.6915    0.7652    0.4422   0.04233   0.01425  0.006736
    35/999     2.93G   0.04459   0.02769  0.006437   0.07871        49       640    0.8684    0.7302    0.8633    0.5753   0.03001   0.01349  0.004376
    36/999     2.93G    0.0417   0.02736  0.005934   0.07499        45       640    0.4187    0.4156    0.3586    0.1554   0.05103   0.02419   0.01811
    37/999     2.93G   0.04653   0.02568  0.006057   0.07826        42       640    0.7553    0.8775    0.8964    0.4949   0.03411   0.01322  0.003345
    38/999     2.93G   0.04115   0.02563  0.005825   0.07261        67       640    0.8387    0.8231    0.8914     0.577    0.0344   0.01223  0.002711
    39/999     2.93G   0.04043    0.0265  0.005547   0.07248        77       640    0.8446    0.7396    0.8594    0.5449   0.04494    0.0126  0.003685
    40/999     2.93G   0.04902   0.02468  0.005715   0.07941        48       640    0.9075    0.7511    0.9166    0.5671   0.03585   0.01248  0.003012
    41/999     2.93G   0.04232   0.02485  0.005122   0.07229        49       640    0.7737    0.7622    0.8582    0.5284   0.03261   0.01232  0.002929
    42/999     2.93G   0.04008   0.02669  0.005533    0.0723        58       640    0.8942    0.9123    0.9573    0.6465   0.02856   0.01189  0.002771
    43/999     2.93G   0.03796   0.02545  0.004758   0.06817        68       640    0.8838    0.8434    0.9267    0.5807   0.03231   0.01212  0.002729
    44/999     2.93G   0.04028   0.02485  0.004845   0.06997        66       640    0.8761    0.7793    0.8842    0.5659   0.02986   0.01319  0.003553
    45/999     2.93G   0.03984   0.02488  0.005551   0.07027        61       640    0.9163    0.8553    0.9357    0.6286   0.02967   0.01188  0.002546
    46/999     2.93G      0.04   0.02545  0.004865   0.07032        38       640    0.7583    0.8922    0.9321    0.6143   0.03056   0.01216   0.00289
    47/999     2.93G   0.03536   0.02452  0.004893   0.06478        43       640    0.8413    0.9751    0.9522    0.6402   0.02771   0.01153  0.002484
    48/999     2.93G   0.03535   0.02523  0.004551   0.06513        61       640    0.8501    0.9207    0.9064    0.6415   0.02703   0.01202  0.002962
    49/999     2.93G   0.03346   0.02451  0.004556   0.06253        60       640    0.9279    0.9328     0.955    0.7065   0.02365   0.01125  0.002527
    50/999     2.93G   0.03311   0.02474    0.0043   0.06215        68       640    0.7405     0.872    0.8663    0.5887   0.02861   0.01177  0.002844
    51/999     2.93G   0.03586   0.02373  0.004425   0.06402        49       640    0.9053    0.9555    0.9634    0.7154   0.02411   0.01125  0.002521
    52/999     2.93G   0.03476   0.02551  0.004236   0.06451        65       640    0.8204    0.8997    0.9625     0.698   0.02559   0.01138  0.002629
    53/999     2.93G    0.0342   0.02491  0.004692    0.0638        53       640    0.7966    0.9087    0.9027     0.595   0.02576   0.01195  0.005852
    54/999     2.93G   0.03241   0.02456  0.003964   0.06093        63       640    0.7327    0.7101    0.7211    0.4446    0.0315   0.01677  0.009209
    55/999     2.93G   0.03613   0.02403  0.004298   0.06446        69       640    0.4254    0.4895    0.4237    0.2122   0.04729   0.02102   0.01574
    56/999     2.93G    0.0501   0.02646  0.004365   0.08093        57       640    0.9048    0.8212    0.9361    0.6078    0.0385   0.01181  0.002745
    57/999     2.93G   0.04031   0.02282  0.004699   0.06783        45       640     0.919    0.8818    0.9479     0.639   0.03077   0.01185  0.002897
    58/999     2.93G   0.03905   0.02614  0.003806     0.069        49       640    0.8376    0.9623    0.9381    0.5957   0.03054   0.01169  0.003075
    59/999     2.93G   0.03631   0.02415  0.004793   0.06526        60       640    0.9417    0.9287    0.9599    0.6409   0.02634   0.01164  0.002553
    60/999     2.93G   0.03674   0.02501  0.004013   0.06576        55       640    0.8101    0.9441    0.9338    0.5645   0.03056   0.01348  0.003048
    61/999     2.93G   0.03365    0.0238  0.003847    0.0613        60       640    0.8591    0.8732    0.9529    0.6459   0.02655   0.01281  0.003812
    62/999     2.93G   0.03617   0.02561  0.003691   0.06547        66       640    0.9723    0.8754    0.9631    0.7059   0.02164   0.01128  0.002475
    63/999     2.93G   0.03526   0.02563  0.004058   0.06494        70       640    0.8801     0.902     0.943    0.6353   0.02757   0.01125  0.002831
    64/999     2.93G   0.03485   0.02653  0.004226    0.0656        74       640    0.6527    0.6632    0.5806    0.3409   0.03128   0.01804  0.009884
    65/999     2.93G   0.03318   0.02301  0.004374   0.06057        53       640    0.9385    0.9562    0.9707    0.6773   0.02796   0.01137  0.002237
    66/999     2.93G   0.03283   0.02254  0.003431    0.0588        29       640    0.9025    0.8394    0.9048    0.6631   0.02232   0.01174  0.004049
    67/999     2.93G   0.03479   0.02476    0.0038   0.06335        51       640    0.7963    0.9032    0.9399    0.6743   0.02567   0.01146  0.002464
    68/999     2.93G   0.03145   0.02324  0.004265   0.05895        44       640    0.9594    0.9279     0.972    0.7132   0.02172    0.0117  0.002389
    69/999     2.93G   0.02873   0.02383  0.003571   0.05613        68       640    0.9354    0.9524    0.9635    0.7159   0.02574   0.01174  0.002006
    70/999     2.93G   0.03071   0.02345   0.00381   0.05797        51       640    0.7896    0.8983    0.9288    0.6522   0.02384   0.01177  0.003189
    71/999     2.93G   0.03124   0.02417  0.003873   0.05928        68       640    0.8984    0.7944    0.8985    0.5765   0.02477   0.01213  0.003093
    72/999     2.93G    0.0317   0.02357  0.004004   0.05927        57       640    0.9488    0.9396    0.9758    0.7512   0.02134   0.01068  0.002295
    73/999     2.93G   0.02781   0.02235  0.003858   0.05402        46       640     0.958     0.925    0.9754    0.7151   0.02401   0.01058  0.002541
    74/999     2.93G   0.02849   0.02187  0.003062   0.05342        47       640    0.9218    0.9415    0.9613    0.7241   0.02057   0.01102  0.002422
    75/999     2.93G   0.02838   0.02365  0.003549   0.05558        62       640     0.928    0.9529    0.9565    0.7435   0.02035   0.01058   0.00226
    76/999     2.93G   0.02531   0.02296  0.003015   0.05129        48       640    0.9095     0.948    0.9534    0.7227   0.02003   0.01069  0.001969
    77/999     2.93G   0.02617   0.02281  0.003658   0.05264        52       640    0.8977    0.9292    0.9618    0.7343   0.01938   0.01047  0.001799
    78/999     2.93G   0.02779   0.02425  0.002874   0.05491        69       640    0.9507    0.9598    0.9693    0.7354   0.01923   0.01054  0.001783
    79/999     2.93G   0.03059   0.02306  0.003817   0.05746        45       640    0.9247    0.8986    0.9433    0.6995   0.01955     0.011  0.002046
    80/999     2.93G   0.02903   0.02407  0.003395   0.05649        56       640     0.946     0.915    0.9575    0.7264   0.02148   0.01127  0.001979
    81/999     2.93G   0.02681   0.02312  0.003294   0.05323        50       640    0.9479    0.9337    0.9643    0.6967     0.021   0.01184  0.002086
    82/999     2.93G    0.0264   0.02163  0.003127   0.05115        71       640    0.9466    0.9329    0.9655    0.7274   0.02173   0.01054  0.002218
    83/999     2.93G   0.02945    0.0233  0.002949    0.0557        60       640    0.9685    0.9493    0.9826    0.7838   0.01726    0.0102   0.00172
    84/999     2.93G    0.0249   0.02303  0.002936   0.05086        59       640    0.9796    0.9469    0.9778    0.7981   0.01891   0.01016  0.001553
    85/999     2.93G   0.02397   0.02105  0.002681   0.04771        79       640    0.9443    0.9572    0.9659    0.7516   0.02108   0.01075  0.001575
    86/999     2.93G   0.02654   0.02274  0.002835   0.05212        61       640    0.9317    0.8988     0.968    0.7319   0.01796   0.01094  0.002359
    87/999     2.93G   0.02595   0.02171  0.002503   0.05016        55       640    0.9192    0.7974    0.9142    0.6548   0.02215   0.01193  0.003924
    88/999     2.93G   0.02445   0.02193  0.002264   0.04864        60       640    0.9452     0.956    0.9766    0.7801   0.01793   0.01044   0.00177
    89/999     2.93G   0.02472   0.02198   0.00241   0.04911        64       640    0.9499    0.9563    0.9727      0.76   0.02042   0.01049  0.001819
    90/999     2.93G   0.02556   0.02163  0.002755   0.04994        44       640     0.918    0.9562    0.9758    0.7562   0.01713    0.0101  0.002028
    91/999     2.93G   0.02616   0.02184  0.003082   0.05108        59       640    0.9279     0.955    0.9812    0.7021   0.02291   0.01052  0.002011
    92/999     2.93G   0.02782   0.02272  0.002956    0.0535        70       640    0.9318    0.9382    0.9752    0.7522   0.02054   0.01024  0.002121
    93/999     2.93G   0.02462   0.02103  0.002608   0.04826        62       640    0.9482     0.954     0.981    0.7462   0.02014   0.01023  0.001845
    94/999     2.93G   0.02416   0.02103  0.002118   0.04731        65       640     0.966    0.9588    0.9841    0.7933   0.01891   0.01003  0.001675
    95/999     2.93G   0.02504   0.02154   0.00333   0.04992        35       640    0.9497     0.972    0.9828     0.773   0.01797   0.01068  0.001618
    96/999     2.93G   0.02553   0.02191  0.002512   0.04995        58       640    0.9184    0.9716    0.9738     0.764   0.01937   0.01061  0.001702
    97/999     2.93G   0.02362   0.02278  0.002387   0.04879        71       640    0.9127    0.9182    0.9758    0.7627   0.01981   0.01055  0.002033
    98/999     2.93G   0.02427   0.02114   0.00303   0.04844        72       640    0.9104    0.9237    0.9672    0.7763   0.01705   0.01063  0.001919
    99/999     2.93G   0.02392   0.02042   0.00266   0.04699        64       640     0.946    0.9826    0.9814    0.7901   0.01849  0.009726  0.001193
   100/999     2.93G   0.02405   0.02027  0.002146   0.04647        67       640    0.9414    0.9723    0.9744    0.7798   0.01877  0.009962  0.001659
   101/999     2.93G   0.02211   0.02183   0.00217   0.04611        78       640    0.9548    0.9542     0.976    0.7783   0.01792  0.009827  0.002284
   102/999     2.93G   0.02426   0.02093  0.001992   0.04718        47       640    0.9652    0.9707    0.9835    0.8054   0.01629  0.009571  0.001376
   103/999     2.93G   0.02244   0.02097  0.002442   0.04585        47       640    0.9639    0.9707    0.9831    0.7828   0.01695  0.009807  0.001412
   104/999     2.93G   0.02247   0.02138  0.002115   0.04597        64       640    0.9487    0.9707    0.9801    0.7825   0.01883   0.01003  0.001437
   105/999     2.93G   0.02264   0.02205  0.002375   0.04707        52       640    0.9393     0.983    0.9804    0.8153   0.01692   0.00976  0.001538
   106/999     2.93G   0.02288   0.01912  0.002152   0.04415        59       640     0.896    0.9558    0.9754    0.8061   0.01628   0.01004  0.002084
   107/999     2.93G   0.02349    0.0196  0.001858   0.04495        43       640    0.9432    0.9505    0.9794     0.805    0.0175   0.01006  0.001537
   108/999     2.93G   0.02307    0.0188  0.002457   0.04433        35       640    0.9331    0.9355    0.9769    0.7739    0.0182   0.01045  0.001653
   109/999     2.93G   0.02232   0.02194  0.001981   0.04624        83       640    0.9704    0.9543     0.986    0.8054    0.0176  0.009682  0.001445
   110/999     2.93G   0.02273      0.02  0.001949   0.04467        43       640    0.9612    0.9482    0.9802    0.7897   0.01613   0.01004  0.001406
   111/999     2.93G    0.0233   0.01969   0.00191   0.04491        61       640    0.9764    0.9543    0.9879    0.7867    0.0198  0.009923  0.001278
   112/999     2.93G   0.02287   0.02127  0.002734   0.04688        60       640    0.9445    0.9902    0.9859    0.7935   0.01679  0.009794  0.001294
   113/999     2.93G   0.02197   0.02054   0.00211   0.04462        63       640    0.9418     0.975    0.9845    0.7987   0.01614    0.0098    0.0014
   114/999     2.93G   0.02332   0.01964  0.002268   0.04524        46       640    0.9307    0.9425    0.9587    0.7551   0.01606   0.01105  0.001842
   115/999     2.93G   0.02171   0.01977  0.001998   0.04348        59       640    0.9349    0.9652    0.9786    0.7778   0.01857    0.0104  0.001702
   116/999     2.93G   0.02389   0.02011  0.002347   0.04635        48       640    0.9299    0.9778    0.9799     0.781   0.01638   0.00995  0.001522
   117/999     2.93G   0.02216   0.02012  0.001641   0.04393        71       640    0.9366    0.9462    0.9772    0.8236   0.01589  0.009941  0.001654
   118/999     2.93G    0.0232   0.02154  0.001866   0.04661        63       640    0.9016    0.9157    0.9509     0.748   0.01649   0.01031  0.002281
   119/999     2.93G   0.02194   0.01954  0.002022   0.04351        53       640    0.8886    0.9368    0.9564     0.764    0.0176   0.01042  0.001885
   120/999     2.93G   0.02424   0.02248  0.002078    0.0488        72       640    0.9517    0.9482    0.9818    0.7917   0.01701  0.009611  0.001799
   121/999     2.93G   0.01931    0.0197  0.001612   0.04062        40       640    0.9499    0.9435    0.9819     0.792   0.01782  0.009929  0.001737
   122/999     2.93G   0.02069   0.02119  0.002006   0.04388        73       640    0.9076    0.9557    0.9804    0.7784   0.01612  0.009639  0.001658
   123/999     2.93G   0.02166   0.01987  0.001674    0.0432        65       640    0.9603    0.9705    0.9789    0.7915   0.01732  0.009788  0.001327
   124/999     2.93G   0.02211   0.02088  0.002132   0.04512        62       640    0.9329    0.9534    0.9767     0.803   0.01717  0.009913  0.001492
   125/999     2.93G   0.02016   0.01916  0.002157   0.04147        50       640    0.9675    0.9306    0.9771    0.7748   0.01809  0.009897  0.001517
   126/999     2.93G   0.02267   0.02071  0.001624     0.045        51       640    0.9815    0.8929    0.9804    0.7986   0.01468  0.009668  0.001767
   127/999     2.93G   0.02351   0.02076  0.002557   0.04683        57       640    0.9305    0.9779    0.9847    0.7978   0.01827  0.009538  0.001693
   128/999     2.93G   0.02164   0.02005  0.002001   0.04369        57       640    0.9331    0.9646    0.9806     0.787   0.01654  0.009669  0.001502
   129/999     2.93G   0.02003   0.01989  0.001567   0.04149        61       640    0.9017    0.9537    0.9713    0.7608   0.01766   0.01035  0.001401
   130/999     2.93G   0.02074   0.01903  0.001572   0.04134        53       640    0.9682    0.9341    0.9801    0.8072   0.01539  0.009624  0.001349
   131/999     2.93G    0.0221   0.01984  0.002036   0.04397        47       640    0.9666    0.9383    0.9814    0.7895   0.01685  0.009839  0.001547
   132/999     2.93G   0.02212   0.01932  0.002073   0.04351        63       640    0.9583    0.9236    0.9801    0.8029   0.01684  0.009708  0.001563
   133/999     2.93G   0.02008   0.01781  0.001711    0.0396        59       640    0.9652    0.9478    0.9807    0.8067   0.01751   0.01001  0.001461
   134/999     2.93G   0.01943   0.01997  0.001791    0.0412        58       640    0.9636    0.9211    0.9783    0.8026   0.01546  0.009772  0.001532
   135/999     2.93G   0.02107   0.01933  0.002404   0.04281        71       640    0.9587    0.9791    0.9821    0.8094   0.01588  0.009554  0.001377
   136/999     2.93G   0.02047   0.02004   0.00248     0.043        62       640    0.9542    0.9751    0.9825    0.7799   0.01691  0.009895  0.001453
   137/999     2.93G   0.01823   0.01932  0.002229   0.03978        54       640    0.9635    0.9262    0.9774     0.808   0.01523  0.009507  0.001516
   138/999     2.93G   0.02187   0.01886  0.002302   0.04304        42       640    0.9356    0.8914    0.9629    0.7896   0.01567  0.009906  0.002226
   139/999     2.93G   0.01957    0.0192  0.001738    0.0405        54       640    0.9423    0.8622    0.9493    0.7657   0.01658   0.01015  0.002623
   140/999     2.93G   0.02012   0.01959  0.002154   0.04186        65       640    0.8468    0.9446    0.9548    0.7826   0.01513   0.00982  0.002186
   141/999     2.93G   0.02056   0.01919  0.003187   0.04293        62       640    0.9175    0.9805    0.9819    0.8092   0.01616  0.009722  0.001357
   142/999     2.93G   0.01866   0.01802  0.002143   0.03882        44       640    0.9183    0.9653    0.9668    0.8047   0.01435  0.009687  0.001237
   143/999     2.93G   0.02117   0.01882  0.001555   0.04155        45       640     0.952    0.8914    0.9458    0.7518    0.0182   0.01185  0.001502
   144/999     2.93G   0.02018   0.01898  0.001904   0.04107        42       640    0.9588    0.9649    0.9843    0.8141   0.01491  0.009467  0.001249
   145/999     2.93G    0.0194    0.0187  0.001799    0.0399        46       640    0.9909    0.9382    0.9796    0.7814   0.01918   0.01001  0.001228
   146/999     2.93G   0.02156   0.01928  0.001835   0.04268        71       640    0.9849    0.9502    0.9846    0.8073   0.01577  0.009429  0.001256
   147/999     2.93G   0.02175   0.01957  0.001603   0.04293        46       640    0.9586    0.9631    0.9838    0.8178   0.01508  0.009354  0.001322
   148/999     2.93G   0.01947   0.01899  0.001832    0.0403        58       640    0.9364    0.9626    0.9673    0.7768   0.01688  0.009758   0.00132
   149/999     2.93G    0.0186   0.01865  0.001665   0.03891        75       640    0.9381    0.9522    0.9607    0.7892   0.01558   0.01001  0.001329
   150/999     2.93G   0.01903    0.0177  0.001397   0.03813        49       640    0.9482    0.9471    0.9721    0.8145   0.01478  0.009313  0.001288
   151/999     2.93G   0.02083   0.01957  0.001534   0.04194        56       640    0.9575    0.9306    0.9799    0.8252   0.01636   0.00941  0.001424
   152/999     2.93G   0.02214   0.02008  0.001839   0.04406        62       640    0.9841    0.9324    0.9758    0.8053   0.01634  0.009244  0.001548
   153/999     2.93G   0.01818   0.01755  0.001704   0.03743        52       640    0.9731     0.938    0.9718    0.8018   0.01532  0.009213  0.001555
   154/999     2.93G   0.01887   0.01884  0.001638   0.03935        46       640    0.9392    0.9631     0.975    0.7967   0.01612  0.009609  0.001225
   155/999     2.93G   0.01909   0.01838   0.00188   0.03935        44       640    0.9919    0.9403    0.9858    0.8136   0.01407  0.009167  0.001075
   156/999     2.93G   0.01953   0.01831  0.001893   0.03973        54       640    0.9697    0.9416    0.9791    0.8228   0.01619  0.009527  0.001086
   157/999     2.93G   0.01874   0.01985  0.001988   0.04057        68       640    0.9746    0.9348     0.982    0.8086   0.01599  0.009393  0.001189
   158/999     2.93G   0.01779   0.01835  0.001733   0.03787        64       640    0.9536    0.9724    0.9834    0.8244   0.01413  0.008855  0.001136
   159/999     2.93G   0.01982   0.01838  0.001889   0.04008        55       640    0.9248    0.9737    0.9812    0.8123   0.01568  0.009168   0.00122
   160/999     2.93G   0.01888   0.01934  0.001407   0.03963        72       640    0.9416    0.9556    0.9625    0.7919   0.01516  0.009177  0.001747
   161/999     2.93G    0.0204   0.01789  0.001559   0.03986        63       640    0.8954    0.8987    0.9177    0.6662   0.01997   0.01369  0.002642
   162/999     2.93G   0.01904   0.01783  0.001358   0.03822        44       640    0.8863    0.7714    0.8776    0.6405   0.01952   0.01515  0.004093
   163/999     2.93G   0.01961   0.01895  0.001435   0.03999        69       640    0.8906    0.8924    0.9278    0.7138   0.01885   0.01122  0.002826
   164/999     2.93G   0.01875   0.01835  0.001513   0.03861        59       640    0.9182    0.9383    0.9675    0.8079     0.015  0.009254  0.001643
   165/999     2.93G   0.01821   0.01874  0.001462   0.03841        50       640    0.9309    0.9529    0.9722     0.826   0.01495    0.0091  0.001228
   166/999     2.93G   0.01891    0.0182  0.001878   0.03899        69       640    0.9713    0.9404    0.9856    0.8322   0.01502  0.009121  0.001195
   167/999     2.93G   0.02028    0.0186  0.001635   0.04052        57       640    0.9491    0.9707    0.9864    0.8148   0.01532  0.009172  0.001217
   168/999     2.93G    0.0217   0.01837  0.001473   0.04155        52       640    0.9124    0.9661    0.9822    0.8035   0.01768  0.009642  0.001368
   169/999     2.93G   0.01769   0.01769  0.001239   0.03661        53       640    0.8837    0.9456    0.9445    0.7609   0.01535   0.01038  0.001943
   170/999     2.93G   0.01887   0.01776 0.0009874   0.03763        63       640    0.9275    0.9299     0.977    0.8198   0.01451  0.009257    0.0015
   171/999     2.93G   0.01887   0.01842  0.001367   0.03865        67       640    0.9355    0.9782    0.9829    0.8175   0.01453  0.009126  0.001172
   172/999     2.93G   0.01984   0.01859  0.001404   0.03983        57       640     0.956    0.9707    0.9823    0.8103   0.01516  0.009208  0.001142
   173/999     2.93G   0.01919   0.01819  0.001515   0.03889        53       640    0.9532    0.9231    0.9703    0.8135   0.01461  0.009484  0.001424
   174/999     2.93G   0.01787   0.01895  0.001521   0.03834        52       640    0.9669    0.9231    0.9679    0.8246   0.01449  0.009407  0.001345
   175/999     2.93G    0.0193   0.01937  0.001414   0.04009        82       640    0.9726    0.9476    0.9713    0.8018   0.01573  0.009854  0.001057
   176/999     2.93G   0.01922   0.01815  0.001563   0.03894        42       640     0.973    0.9479    0.9712    0.8215   0.01531  0.009771  0.001108
   177/999     2.93G   0.01791   0.01792  0.001477    0.0373        65       640    0.9779    0.9403    0.9694    0.8249   0.01526  0.009643  0.001246
   178/999     2.93G     0.019   0.01986  0.001132      0.04        66       640    0.9638    0.9306    0.9716    0.8275   0.01392  0.009518  0.001328
   179/999     2.93G   0.01878   0.01819  0.001755   0.03873        58       640    0.9583    0.9328      0.97    0.8187   0.01482  0.009569   0.00143
   180/999     2.93G    0.0203    0.0189  0.001645   0.04085        57       640    0.9677    0.9253    0.9768    0.8185   0.01438  0.009487  0.001481
   181/999     2.93G   0.01787    0.0186  0.001509   0.03797        46       640    0.9976    0.8796    0.9713    0.8218   0.01478  0.009535  0.001531
   182/999     2.93G   0.01746   0.01751  0.001205   0.03618        53       640    0.9515    0.9231    0.9735    0.8248   0.01402  0.009358  0.001334
   183/999     2.93G   0.01826   0.01803  0.001227   0.03752        77       640    0.9345    0.9706    0.9748    0.8354   0.01394  0.009289  0.001173
   184/999     2.93G   0.01905   0.01905  0.001669   0.03977        52       640    0.9122    0.9858    0.9736    0.8143   0.01442  0.009215  0.001272
   185/999     2.93G   0.01698   0.01675  0.001825   0.03556        48       640    0.9332    0.9555    0.9725    0.8225   0.01497  0.009079  0.001392
   186/999     2.93G   0.01723   0.01842  0.001589   0.03724        70       640    0.9588    0.9328    0.9722     0.815   0.01481  0.009697  0.001309
   187/999     2.93G   0.01811   0.01705  0.001263   0.03642        40       640    0.9343    0.9705    0.9782     0.833   0.01402  0.009324   0.00113
   188/999     2.93G   0.02017   0.01868  0.001579   0.04043        62       640    0.9011    0.9499    0.9765    0.8207   0.01492  0.009844  0.001525
   189/999     2.93G   0.01744   0.01816  0.001042   0.03664        58       640    0.9173    0.9743    0.9772    0.8221   0.01445  0.009461  0.001055
   190/999     2.93G   0.01789   0.01755  0.001606   0.03705        54       640    0.9477    0.9577    0.9709    0.8251   0.01344   0.00924 0.0009243
   191/999     2.93G   0.01876   0.01872  0.001187   0.03867       101       640    0.9503    0.9675    0.9689    0.8168   0.01426  0.009444 0.0009118
   192/999     2.93G   0.01956   0.01824  0.001873   0.03968        48       640    0.9698    0.9432    0.9724    0.8145   0.01408  0.009151  0.001071
   193/999     2.93G   0.01767   0.01904  0.001308   0.03802        69       640    0.9524    0.9827    0.9847    0.8164   0.01422  0.009051  0.001004
   194/999     2.93G    0.0182   0.01693  0.001617   0.03675        65       640     0.948     0.988    0.9833     0.833   0.01365  0.008974 0.0009702
   195/999     2.93G   0.01757    0.0166   0.00147   0.03564        37       640    0.9492    0.9707    0.9829    0.8209   0.01467  0.009098    0.0011
   196/999     2.93G   0.01866   0.01823  0.002012    0.0389        62       640    0.9425    0.9707    0.9764    0.8239   0.01371  0.009359  0.001197
   197/999     2.93G   0.01708   0.01907  0.001587   0.03773        60       640    0.9549    0.9622    0.9807    0.8091   0.01579  0.009756  0.001169
   198/999     2.93G    0.0174   0.01775  0.001205   0.03635        46       640    0.9614    0.9707    0.9809    0.8251   0.01427  0.009247   0.00115
   199/999     2.93G   0.01853   0.01831  0.001531   0.03837        47       640    0.9303     0.919    0.9308    0.7611   0.01505   0.01033   0.00121
   200/999     2.93G   0.01857   0.01833  0.001935   0.03883        63       640    0.9546    0.9804    0.9851    0.8337   0.01406  0.008764  0.001083
   201/999     2.93G   0.01764   0.01816  0.001449   0.03725        51       640    0.9153    0.9846    0.9855    0.8284   0.01501  0.008979  0.001087
   202/999     2.93G   0.01817   0.01692  0.001204   0.03629        50       640    0.9191    0.9846    0.9823    0.8371    0.0141  0.008864  0.001201
