               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.014432,            0.015594,          0.00091578,             0.94763,             0.97289,             0.97225,              0.8415,            0.013851,            0.010423,           0.0011869,           0.0069211,           0.0069211,           0.0069211
                 313,            0.015175,            0.016364,           0.0011265,             0.94599,             0.97069,             0.96912,             0.85137,            0.014158,            0.010566,           0.0012414,           0.0069112,           0.0069112,           0.0069112
                 314,            0.016806,            0.016308,          0.00080598,             0.94376,             0.97069,             0.96898,             0.84403,            0.013642,            0.010357,           0.0013288,           0.0069013,           0.0069013,           0.0069013
                 315,            0.014476,            0.015517,          0.00084579,              0.9436,              0.9661,              0.9684,             0.85102,            0.013147,            0.010324,           0.0012877,           0.0068914,           0.0068914,           0.0068914
                 316,            0.014342,            0.015686,           0.0007588,             0.94203,             0.96859,             0.96881,             0.84494,            0.013544,            0.010566,           0.0012448,           0.0068815,           0.0068815,           0.0068815
                 317,            0.015074,             0.01617,          0.00075551,             0.94711,             0.97069,             0.96987,              0.8424,            0.013702,            0.010689,           0.0012837,           0.0068716,           0.0068716,           0.0068716
                 318,            0.013567,            0.015201,           0.0010109,             0.94087,             0.97069,             0.97435,             0.85011,            0.013607,            0.010681,           0.0012146,           0.0068617,           0.0068617,           0.0068617
                 319,            0.014501,            0.016388,           0.0008676,             0.94796,             0.97069,             0.97612,             0.84847,            0.013368,            0.010343,           0.0013603,           0.0068518,           0.0068518,           0.0068518
                 320,            0.013783,            0.016934,           0.0008595,             0.94488,             0.95006,             0.97299,             0.83559,            0.013668,            0.010574,            0.001422,           0.0068419,           0.0068419,           0.0068419
                 321,            0.014838,             0.01618,          0.00074656,             0.93234,             0.93062,             0.96237,             0.80431,            0.014308,            0.011303,           0.0012905,            0.006832,            0.006832,            0.006832
                 322,            0.015838,            0.017308,          0.00077622,             0.93569,             0.93903,              0.9643,             0.83345,            0.013651,            0.011067,           0.0013103,           0.0068221,           0.0068221,           0.0068221
                 323,            0.013902,            0.015304,          0.00066485,             0.94467,             0.96093,             0.96663,             0.84167,            0.014182,            0.010668,           0.0013456,           0.0068122,           0.0068122,           0.0068122
                 324,            0.015245,            0.015381,          0.00062417,             0.94824,             0.96093,             0.96757,             0.84992,            0.013822,            0.010602,           0.0013251,           0.0068023,           0.0068023,           0.0068023
                 325,            0.015787,            0.017093,          0.00091644,             0.94622,             0.96093,             0.96621,              0.8405,            0.013955,            0.010583,           0.0012819,           0.0067924,           0.0067924,           0.0067924
                 326,            0.013515,            0.016037,          0.00091401,             0.94829,             0.96312,             0.96761,             0.85145,            0.013714,            0.010325,            0.001244,           0.0067825,           0.0067825,           0.0067825
                 327,            0.014219,            0.015796,          0.00090442,             0.94229,              0.9685,             0.96702,             0.84788,            0.013847,            0.010361,           0.0012884,           0.0067726,           0.0067726,           0.0067726
                 328,            0.014231,             0.01657,          0.00076908,             0.96743,             0.96929,              0.9687,             0.84947,            0.013538,            0.010205,           0.0012312,           0.0067627,           0.0067627,           0.0067627
                 329,            0.014474,            0.014821,          0.00070096,             0.96103,             0.96987,             0.96979,             0.85363,            0.013853,            0.010166,            0.001187,           0.0067528,           0.0067528,           0.0067528
                 330,             0.01644,            0.017876,          0.00076562,             0.95684,             0.96808,             0.96949,              0.8444,            0.013621,            0.010029,           0.0012643,           0.0067429,           0.0067429,           0.0067429
                 331,            0.014422,            0.015634,          0.00090079,               0.953,             0.96977,             0.97004,             0.85482,            0.013736,            0.010112,           0.0013151,            0.006733,            0.006733,            0.006733
                 332,            0.013891,            0.014916,          0.00061026,             0.95694,             0.96613,             0.96968,             0.84516,            0.013838,            0.010129,            0.001277,           0.0067231,           0.0067231,           0.0067231
                 333,            0.015012,            0.014992,          0.00080241,             0.94638,             0.96873,             0.97237,             0.85083,            0.013752,            0.010172,           0.0012118,           0.0067132,           0.0067132,           0.0067132
                 334,            0.013814,            0.015122,          0.00070688,             0.94907,             0.96175,             0.97405,             0.85372,             0.01338,            0.010238,           0.0011817,           0.0067033,           0.0067033,           0.0067033
                 335,             0.01431,            0.016753,          0.00099704,             0.96981,             0.94596,             0.97727,             0.86499,            0.013623,             0.01015,           0.0012073,           0.0066934,           0.0066934,           0.0066934
                 336,            0.015012,            0.014812,          0.00078084,             0.95019,             0.97022,             0.97704,             0.84975,            0.013921,            0.010233,           0.0012336,           0.0066835,           0.0066835,           0.0066835
                 337,            0.013956,            0.014493,          0.00075731,             0.96034,             0.96141,             0.97748,             0.85556,            0.013573,            0.010259,           0.0013353,           0.0066736,           0.0066736,           0.0066736
                 338,            0.015078,            0.017238,          0.00072995,             0.95909,             0.96277,             0.97596,             0.85038,            0.013785,            0.010482,           0.0015962,           0.0066637,           0.0066637,           0.0066637
                 339,            0.013842,            0.016189,          0.00068287,             0.95024,              0.9685,             0.97349,             0.85297,            0.013324,            0.010561,           0.0014866,           0.0066538,           0.0066538,           0.0066538
                 340,            0.014165,            0.016348,          0.00094901,             0.94758,             0.96889,             0.96821,             0.84971,            0.013351,            0.010642,           0.0012666,           0.0066439,           0.0066439,           0.0066439
                 341,            0.014082,            0.015376,          0.00066477,             0.95571,             0.96051,             0.96821,             0.84028,            0.013401,            0.010612,           0.0010598,            0.006634,            0.006634,            0.006634
                 342,            0.014522,            0.014467,          0.00092004,             0.96006,             0.95353,             0.96822,             0.84537,            0.013478,            0.010651,           0.0010525,           0.0066241,           0.0066241,           0.0066241
                 343,            0.014367,            0.015255,           0.0011276,             0.95182,             0.97056,             0.96977,             0.83872,            0.013784,             0.01063,           0.0010867,           0.0066142,           0.0066142,           0.0066142
                 344,            0.014894,            0.014974,          0.00074998,             0.95306,             0.97051,             0.97092,             0.85973,             0.01325,            0.010222,           0.0011184,           0.0066043,           0.0066043,           0.0066043
                 345,            0.013727,            0.016559,          0.00082144,             0.95412,             0.96313,             0.97553,             0.85878,            0.013479,            0.010176,           0.0011579,           0.0065944,           0.0065944,           0.0065944
                 346,            0.014835,            0.015053,          0.00069892,             0.96786,             0.94216,             0.97577,             0.85783,            0.013365,            0.010121,           0.0011685,           0.0065845,           0.0065845,           0.0065845
                 347,            0.013539,            0.014125,          0.00091009,             0.96766,             0.94148,             0.97098,             0.85717,            0.013335,            0.010202,           0.0011906,           0.0065746,           0.0065746,           0.0065746
                 348,            0.014902,              0.0163,          0.00099417,             0.96516,              0.9382,             0.97102,             0.85249,            0.013558,            0.010344,           0.0011726,           0.0065647,           0.0065647,           0.0065647
                 349,            0.014676,            0.015349,          0.00090161,             0.93905,             0.96944,              0.9699,             0.86046,            0.012999,            0.010113,           0.0011583,           0.0065548,           0.0065548,           0.0065548
                 350,            0.013009,            0.015575,          0.00063173,             0.94803,             0.95992,             0.97023,             0.85506,            0.013484,            0.010443,           0.0011898,           0.0065449,           0.0065449,           0.0065449
                 351,             0.01404,            0.014875,          0.00077594,              0.9457,             0.95547,             0.96985,             0.86332,            0.013616,            0.010478,             0.00122,            0.006535,            0.006535,            0.006535
                 352,            0.012952,            0.015229,          0.00063723,             0.93336,              0.9685,             0.96951,             0.85375,            0.013508,            0.010386,           0.0011529,           0.0065251,           0.0065251,           0.0065251
                 353,             0.01422,             0.01582,          0.00068171,             0.94109,             0.96094,             0.97046,             0.84768,            0.013936,            0.010559,            0.001146,           0.0065152,           0.0065152,           0.0065152
                 354,            0.014588,            0.016415,          0.00064914,             0.95267,              0.9685,             0.96937,             0.85054,            0.013396,              0.0106,           0.0011448,           0.0065053,           0.0065053,           0.0065053
                 355,            0.013705,              0.0153,          0.00074575,             0.95457,             0.96667,             0.96924,             0.84339,            0.013825,            0.010774,           0.0011776,           0.0064954,           0.0064954,           0.0064954
                 356,            0.014346,            0.015878,          0.00075465,             0.95562,             0.96622,             0.97048,             0.84988,            0.013716,            0.010712,           0.0011349,           0.0064855,           0.0064855,           0.0064855
                 357,            0.014645,            0.015368,          0.00089652,             0.96109,              0.9685,             0.97047,             0.84887,            0.013615,            0.010665,           0.0011648,           0.0064756,           0.0064756,           0.0064756
                 358,            0.013029,            0.015439,          0.00087042,             0.96365,              0.9685,             0.97098,             0.84313,             0.01329,            0.010583,           0.0011879,           0.0064657,           0.0064657,           0.0064657
                 359,            0.014078,            0.015133,           0.0011555,             0.96261,             0.96865,             0.96941,              0.8432,            0.013614,            0.010617,            0.001136,           0.0064558,           0.0064558,           0.0064558
                 360,             0.01463,             0.01565,          0.00083613,             0.96336,             0.95977,             0.96909,             0.85244,            0.012994,            0.010321,           0.0011384,           0.0064459,           0.0064459,           0.0064459
                 361,            0.013806,            0.015435,          0.00082688,             0.96292,             0.96169,             0.96948,             0.85094,            0.013455,            0.010554,           0.0011754,            0.006436,            0.006436,            0.006436
                 362,            0.014536,             0.01562,          0.00072662,             0.96571,             0.96093,             0.96859,             0.85385,            0.013227,            0.010497,            0.001195,           0.0064261,           0.0064261,           0.0064261
                 363,             0.01414,            0.014953,           0.0010443,             0.96431,             0.96179,             0.96959,             0.84963,            0.013802,            0.010446,           0.0011257,           0.0064162,           0.0064162,           0.0064162
                 364,            0.013576,            0.015651,          0.00069875,             0.96218,             0.96287,             0.97178,             0.85341,            0.012968,             0.01015,           0.0010922,           0.0064063,           0.0064063,           0.0064063
                 365,              0.0136,            0.015526,           0.0010339,             0.97724,              0.9605,             0.97274,             0.86128,            0.012927,           0.0099829,           0.0010199,           0.0063964,           0.0063964,           0.0063964
                 366,            0.013718,            0.015309,          0.00071058,             0.97239,             0.96904,             0.97555,             0.86059,            0.013023,           0.0097172,          0.00098211,           0.0063865,           0.0063865,           0.0063865
                 367,            0.014124,            0.015865,          0.00061016,             0.97096,              0.9686,             0.97701,             0.86166,            0.012623,           0.0097448,            0.001002,           0.0063766,           0.0063766,           0.0063766
                 368,            0.014742,             0.01549,          0.00060662,             0.96916,             0.96795,             0.97849,             0.85403,            0.012561,           0.0097464,           0.0010526,           0.0063667,           0.0063667,           0.0063667
                 369,            0.013414,             0.01547,          0.00085088,             0.97048,             0.97087,               0.979,              0.8588,            0.012497,           0.0096124,           0.0010615,           0.0063568,           0.0063568,           0.0063568
                 370,            0.014315,            0.015309,           0.0011189,             0.96629,             0.97153,             0.97934,             0.86045,              0.0127,           0.0097368,            0.001052,           0.0063469,           0.0063469,           0.0063469
                 371,            0.013304,            0.014892,          0.00065581,             0.96706,              0.9702,             0.97864,             0.86279,            0.012321,           0.0096415,           0.0010188,            0.006337,            0.006337,            0.006337
                 372,            0.014087,            0.014237,          0.00063066,              0.9728,             0.96479,             0.97768,             0.85993,            0.012667,           0.0096496,           0.0010063,           0.0063271,           0.0063271,           0.0063271
                 373,            0.014899,            0.014956,          0.00081501,             0.96906,             0.95554,             0.97664,             0.86071,            0.012388,           0.0096449,           0.0010245,           0.0063172,           0.0063172,           0.0063172
                 374,            0.013175,            0.016085,          0.00096666,              0.9578,             0.96881,             0.97696,             0.86386,            0.012862,           0.0097948,           0.0010869,           0.0063073,           0.0063073,           0.0063073
                 375,            0.014519,            0.016265,          0.00083692,             0.94892,             0.97289,             0.97724,             0.85944,            0.012936,           0.0099003,            0.001131,           0.0062974,           0.0062974,           0.0062974
                 376,            0.014053,            0.015609,           0.0011537,             0.95688,             0.96855,             0.97208,             0.86023,            0.013549,            0.010001,           0.0010389,           0.0062875,           0.0062875,           0.0062875
                 377,            0.014223,            0.015733,          0.00070093,              0.9606,             0.96312,             0.97143,              0.8628,            0.013716,           0.0099726,           0.0010006,           0.0062776,           0.0062776,           0.0062776
                 378,            0.015592,            0.015498,          0.00077499,             0.95887,             0.96924,             0.97128,             0.86315,            0.013317,           0.0099362,          0.00095599,           0.0062677,           0.0062677,           0.0062677
                 379,            0.012877,             0.01479,          0.00073204,              0.9631,             0.97154,             0.96995,             0.85906,            0.013422,            0.010056,          0.00092914,           0.0062578,           0.0062578,           0.0062578
                 380,            0.014002,             0.01616,          0.00079234,             0.96164,             0.97138,             0.97009,             0.85395,            0.012922,             0.01014,          0.00094673,           0.0062479,           0.0062479,           0.0062479
                 381,            0.014867,            0.016056,          0.00069375,             0.95607,             0.96896,             0.96866,             0.84833,            0.013791,            0.010126,           0.0010568,            0.006238,            0.006238,            0.006238
                 382,             0.01287,            0.015374,          0.00086185,             0.96225,             0.96312,             0.96845,             0.84866,            0.013498,            0.010349,            0.001029,           0.0062281,           0.0062281,           0.0062281
                 383,            0.014188,            0.014998,          0.00076072,             0.96427,             0.95554,              0.9692,             0.85259,            0.013167,            0.010256,          0.00098065,           0.0062182,           0.0062182,           0.0062182
                 384,            0.013744,             0.01524,          0.00076562,              0.9527,             0.97033,             0.96917,             0.84945,            0.013218,            0.010031,           0.0009687,           0.0062083,           0.0062083,           0.0062083
                 385,            0.013262,            0.015359,          0.00081726,             0.95918,             0.97069,             0.96984,             0.85187,            0.013561,           0.0099428,           0.0010046,           0.0061984,           0.0061984,           0.0061984
                 386,            0.014852,            0.015996,          0.00068708,             0.95873,              0.9701,             0.97083,             0.84793,            0.013513,           0.0097775,           0.0011857,           0.0061885,           0.0061885,           0.0061885
                 387,            0.014896,            0.015012,          0.00074456,             0.95893,             0.96919,             0.97075,             0.85409,            0.013307,           0.0098768,           0.0013977,           0.0061786,           0.0061786,           0.0061786
                 388,            0.013163,            0.015201,          0.00069534,             0.96153,             0.96966,             0.97191,             0.85471,            0.013258,            0.010047,           0.0013846,           0.0061687,           0.0061687,           0.0061687
                 389,             0.01415,            0.016053,          0.00084255,             0.95962,             0.96923,             0.97356,             0.84787,            0.013436,            0.010177,           0.0014441,           0.0061588,           0.0061588,           0.0061588
                 390,            0.013719,            0.015452,          0.00071276,             0.95919,             0.97069,             0.97363,             0.85588,            0.013586,            0.010252,            0.001435,           0.0061489,           0.0061489,           0.0061489
                 391,            0.014298,            0.015657,          0.00081723,              0.9598,             0.96939,             0.97168,               0.853,            0.013463,            0.010225,           0.0013915,            0.006139,            0.006139,            0.006139
                 392,            0.013681,            0.015394,           0.0009391,             0.95251,             0.96973,             0.97037,             0.85013,            0.013193,            0.010064,           0.0013491,           0.0061291,           0.0061291,           0.0061291
                 393,            0.013301,            0.015276,          0.00083612,             0.95256,             0.97069,             0.96902,             0.85453,            0.012952,           0.0099413,           0.0012536,           0.0061192,           0.0061192,           0.0061192
                 394,            0.013898,            0.015079,          0.00099063,             0.95205,             0.96953,             0.96713,             0.84815,            0.012914,            0.010147,           0.0011428,           0.0061093,           0.0061093,           0.0061093
                 395,            0.012579,            0.013965,          0.00052181,             0.95142,             0.97289,             0.96799,             0.84677,            0.013095,            0.010199,           0.0010688,           0.0060994,           0.0060994,           0.0060994
                 396,            0.014144,            0.015242,          0.00094351,             0.95222,             0.97146,             0.96995,             0.85037,            0.013046,           0.0099912,           0.0010212,           0.0060895,           0.0060895,           0.0060895
                 397,            0.013521,            0.015004,          0.00076198,             0.95531,             0.97178,             0.97416,             0.85195,            0.013127,           0.0097963,           0.0010203,           0.0060796,           0.0060796,           0.0060796
                 398,            0.012767,            0.014839,          0.00069916,             0.95549,             0.97102,             0.97392,             0.85249,            0.012914,           0.0098221,           0.0010377,           0.0060697,           0.0060697,           0.0060697
                 399,            0.013481,            0.015563,          0.00061205,             0.95871,             0.97106,             0.97097,             0.86041,            0.013054,           0.0098886,            0.001065,           0.0060598,           0.0060598,           0.0060598
                 400,            0.013369,            0.015046,          0.00073026,             0.95676,             0.96442,             0.97114,             0.85937,            0.013096,           0.0099013,           0.0011107,           0.0060499,           0.0060499,           0.0060499
                 401,            0.012894,            0.014379,          0.00062082,             0.95683,             0.96423,             0.97208,             0.85596,            0.013329,           0.0097179,           0.0011607,             0.00604,             0.00604,             0.00604
                 402,            0.013738,            0.015457,          0.00062073,             0.94485,             0.98046,             0.97447,             0.85225,            0.013148,           0.0096991,           0.0012301,           0.0060301,           0.0060301,           0.0060301
